PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,learnableSkills
311,플러시,,Electric,,60,50,40,85,75,95,1:볼부비부비|1:울음소리|1:전광석화|7:스파크|13:바꿔치기|19:일렉트릭볼|26:충전|34:바톤터치|40:뒀다쓰기|46:나쁜음모
312,마이농,,Electric,,60,40,50,75,85,95,1:볼부비부비|1:울음소리|1:전광석화|7:스파크|13:바꿔치기|19:일렉트릭볼|26:충전|34:바톤터치|40:뒀다쓰기|46:나쁜음모
313,볼비트,,Bug,,65,73,55,47,75,85,1:플래시|5:그림자분신|12:전광석화|19:달의불빛|26:방어|33:도우미|40:치근거리기|47:엉겨붙기
314,네오비트,,Bug,,65,47,55,73,75,85,1:몸통박치기|5:달콤한향기|12:전광석화|19:달의불빛|26:앵콜|33:사념의박치기|40:벌레의야단법석|47:엉겨붙기
315,로젤리아,,Grass,Poison,50,60,45,100,80,65,0:독침|1:성장|1:고민씨|10:씨뿌리기|20:독압정|30:기가드레인|40:맹독|50:아로마테라피|60:꽃잎댄스
316,꼴깍몬,,Poison,,70,43,53,43,53,40,1:막치기|8:독가스|12:망각술|20:앵콜|28:비축하기|28:꿀꺽|36:위액|44:아픔나누기
317,꿀꺽몬,,Poison,,100,73,83,73,83,55,0:누르기|1:막치기|1:독가스|1:오물공격|12:망각술|20:앵콜|30:비축하기|30:꿀꺽|42:위액
318,샤프니아,,Water,Dark,45,90,20,65,20,65,1:아쿠아제트|4:독엄니|12:겁나는얼굴|20:얼음엄니|28:뽐내기|36:고속이동|44:돌진
319,샤크니아,,Water,Dark,70,120,40,95,40,95,0:베어가르기|1:아쿠아제트|1:독엄니|12:겁나는얼굴|20:얼음엄니|28:뽐내기|40:고속이동|52:돌진
320,고래왕자,,Water,,130,70,35,70,35,60,1:튀어오르기|3:울음소리|12:물대포|18:물의파동|24:소금물|30:다이빙|36:누르기|42:망각술|48:해수스파우팅
321,고래왕,,Water,,170,90,45,90,45,60,1:물붓기|1:튀어오르기|1:울음소리|1:물대포|18:물의파동|24:소금물|30:다이빙|36:누르기|44:망각술|54:해수스파우팅
322,둔타,,Fire,Ground,60,60,40,65,45,35,1:울음소리|5:불꽃세례|12:땅고르기|19:망각술|26:대지의힘|31:돌진|43:화염방사
323,폭타,,Fire,Ground,70,100,70,105,75,40,0:스톤샤워|1:이판사판태클|1:분화|1:몸통박치기|1:기충전|15:불태우기|22:분연|29:저주|39:하품
324,코터스,,Fire,,70,85,140,85,70,20,1:스모그|4:껍질에숨기|12:연막|20:화염자동차|28:분연|36:철벽|44:저주|52:망각술|60:껍질깨기
325,피그점프,,Psychic,,60,25,35,70,80,60,1:튀어오르기|10:울음소리|18:자기암시|29:잠자기|33:코골기|40:보복|50:뛰어오르다
326,피그킹,,Psychic,,80,45,65,90,110,80,0:흔들흔들댄스|1:튀어오르기|1:울음소리|18:자기암시|26:사념의박치기|35:잠자기|42:사이코쇼크|52:사이코키네시스
327,얼루기,,Normal,,60,60,60,60,60,60,1:몸통박치기|10:잼잼펀치|19:최면술|28:기습|37:소란피기|46:이판사판태클|55:난동부리기
328,톱치,,Ground,,45,100,45,45,45,10,1:모래뿌리기|1:참기|8:물기|16:모래지옥|24:구멍파기|32:모래바람|40:지진|48:땅가르기
329,비브라바,,Ground,Dragon,50,70,50,50,50,70,0:용의숨결|1:땅가르기|1:엄청난힘|1:땅고르기|1:모래뿌리기|1:참기|12:진흙뿌리기|20:드래곤테일|28:벌레의야단법석|38:대지의힘|50:소란피기|62:폭음파
330,플라이곤,,Ground,Dragon,80,100,80,80,80,100,0:드래곤크루|1:땅가르기|1:깨물어부수기|1:놀래키기|1:페인트|1:땅고르기|1:초음파|1:속여때리기|16:모래지옥|24:싫은소리|32:모래바람|44:지진|60:드래곤다이브
331,선인왕,,Grass,,50,85,40,85,40,35,1:독침|4:흡수|10:씨뿌리기|16:기관총|22:뿌리박기|30:압정뿌리기|38:바늘미사일|46:목화포자|54:길동무
332,밤선인,,Grass,Dark,70,115,60,115,60,55,0:니들가드|1:독침|1:흡수|10:씨뿌리기|16:기관총|22:뿌리박기|30:압정뿌리기|38:바늘미사일|49:목화포자
333,파비코,,Normal,Flying,45,40,60,40,75,50,1:쪼기|4:차밍보이스|12:마구찌르기|20:용의숨결|28:노래하기|36:돌진|44:멸망의노래
334,파비코리,,Dragon,Flying,75,70,90,70,105,80,0:용의파동|1:쪼기|1:차밍보이스|12:마구찌르기|20:용의숨결|28:노래하기|38:돌진|50:멸망의노래
335,쟝고,,Normal,,73,115,60,60,60,90,1:두번치기|1:카운터|1:저주|1:배북|1:깜짝베기|1:퍼스트가드|1:할퀴기|5:전광석화|12:메탈크로우|19:베어가르기|26:브레이크크루|33:바꿔치기|40:시저크로스|47:칼춤
336,세비퍼,,Poison,,73,100,60,100,60,65,1:김밥말이|4:물기|9:포이즌테일|14:싫은소리|21:독엄니|29:위액|34:흑안개|41:트림|46:오물폭탄
337,루나톤,,Rock,Psychic,70,55,65,95,85,70,1:문포스|1:몸통박치기|1:염동력|5:최면술|15:스톤샤워|25:코스믹파워|35:스톤에지|45:매직룸
338,솔록,,Rock,Psychic,70,95,85,55,65,70,1:플레어드라이브|1:몸통박치기|1:염동력|5:최면술|15:스톤샤워|25:코스믹파워|35:스톤에지|45:원더룸
339,미꾸리,,Water,Ground,50,48,43,46,41,60,1:진흙뿌리기|6:잠자기|12:물의파동|24:아쿠아테일|36:지진|48:땅가르기
340,메깅,,Water,Ground,110,78,73,76,71,60,0:난동부리기|1:사념의박치기|1:진흙뿌리기|1:잠자기|12:물의파동|24:아쿠아테일|40:지진|56:땅가르기
341,가재군,,Water,,43,80,65,50,35,35,1:물대포|4:째려보기|12:거품광선|20:더블어택|28:깜짝베기|36:칼춤|44:찝게햄머|52:가위자르기
342,가재장군,,Water,Dark,63,120,85,90,55,55,0:스피드스타|1:단단해지기|1:도발|16:탁쳐서떨구기|24:방어|34:셸블레이드|46:깨물어부수기|58:죽기살기
343,오뚝군,,Ground,Psychic,40,40,55,40,70,55,1:단단해지기|3:고속스핀|9:암석봉인|15:환상빔|21:봉인|27:신통력|33:자폭|36:파워셰어|42:대폭발
344,점토도리,,Ground,Psychic,60,70,105,70,120,75,0:파괴광선|1:단단해지기|1:고속스핀|9:암석봉인|15:환상빔|21:봉인|27:신통력|33:자폭|38:파워셰어|48:대폭발
345,릴링,,Rock,Grass,66,41,77,61,87,23,1:김밥말이|1:휘감기|8:이상한빛|16:원시의힘|24:소금물|32:위액|41:비축하기|41:꿀꺽
346,릴리요,,Rock,Grass,86,81,97,81,107,43,1:씨뿌리기|1:놀래키기|1:용해액|12:뿌리박기|20:메가드레인|28:망각술|36:기가드레인|43:토해내기|48:에너지볼
347,아노딥스,,Rock,Bug,45,95,50,40,50,75,1:연속자르기|4:물대포|12:메탈크로우|20:벌레먹음|28:베어가르기|36:락블레스트|44:시저크로스
348,아말도,,Rock,Bug,75,125,100,70,80,45,1:연속자르기|1:물대포|12:메탈크로우|20:벌레먹음|28:베어가르기|36:락블레스트|48:시저크로스
349,빈티나,,Water,,20,15,20,10,55,80,1:튀어오르기|25:바둥바둥
350,밀로틱,,Water,,95,60,79,100,125,81,0:물의파동|1:튀어오르기|1:김밥말이|1:물놀이|8:회오리|16:헤롱헤롱|24:드래곤테일|32:아쿠아테일|40:파도타기|48:똬리틀기
351,캐스퐁,,Normal,,70,70,70,70,70,70,1:몸통박치기|10:불꽃세례|15:박치기|20:쾌청|25:웨더볼|35:불대문자|45:폭풍
352,켈리몬,,Normal,,60,90,70,60,120,40,1:도둑질|1:놀래키기|1:할퀴기|7:야습|13:마구할퀴기|18:환상빔|25:베어가르기|33:섀도크루|42:대타출동|50:속임수
353,어둠대신,,Ghost,,44,75,35,63,33,45,1:놀래키기|4:싫은소리|10:원한|19:야습|26:저주|34:역할|42:트릭
354,다크펫,,Ghost,,64,115,65,83,63,65,0:탁쳐서떨구기|1:따라가때리기|1:나이트헤드|16:도깨비불|22:병상첨병|30:섀도볼|40:기습|53:고스트다이브
355,해골몽,,Ghost,,20,40,90,30,90,25,1:놀래키기|1:따라가때리기|8:야습|16:나이트헤드|24:도깨비불|32:병상첨병|40:섀도볼
356,미라몽,,Ghost,,40,70,130,60,130,25,0:섀도펀치|1:냉동펀치|1:중력|1:놀래키기|1:따라가때리기|1:야습|16:나이트헤드|24:도깨비불|32:병상첨병|42:섀도볼
357,트로피우스,,Grass,Flying,99,68,83,72,87,51,1:리프스톰|1:째려보기|1:잎날가르기|10:짓밟기|21:날려버리기|36:에어슬래시|46:역린|56:솔라빔
358,치렁,,Psychic,,65,50,70,95,80,65,1:치유소원|1:동료만들기|1:사이코웨이브|1:놀래키기|1:싱크로노이즈|16:어시스트파워|22:신통력|32:소란피기|42:이판사판태클
359,앱솔,,Dark,,65,130,60,75,60,75,1:전광석화|5:그림자분신|15:판별|25:베어가르기|35:기충전|45:칼춤|55:멸망의노래
360,마자,,Psychic,,95,23,48,23,48,23,1:카운터|1:신비의부적|1:튀어오르기|1:앵콜
361,눈꼬마,,Ice,,50,50,50,50,50,50,1:눈싸라기|1:박치기|10:그림자분신|20:방어|30:얼음숨결|40:얼음엄니|50:웨더볼|60:눈보라
362,얼음귀신,,Ice,,80,80,80,80,80,80,0:프리즈드라이|1:눈싸라기|1:놀래키기|1:그림자분신|15:얼음뭉치|25:얼다바람|35:물기|47:값 없음|61:깨물어부수기
363,대굴레오,,Ice,Water,70,40,50,55,50,25,1:구르기|4:울음소리|12:눈싸라기|20:코골기|28:오로라빔|36:누르기|44:눈보라|52:절대영도
364,씨레오,,Ice,Water,90,60,70,75,70,45,0:뽐내기|1:웅크리기|1:물대포|16:잠자기|24:소금물|35:앵콜|46:파도타기|58:싸라기눈
365,씨카이저,,Ice,Water,110,80,90,95,90,65,1:뽐내기|1:얼음엄니|1:웅크리기|1:물대포|16:잠자기|24:소금물|35:앵콜|48:파도타기|64:싸라기눈
366,진주몽,,Water,,35,64,85,74,55,32,1:껍질끼우기|1:바다회오리|50:껍질깨기
367,헌테일,,Water,,55,104,105,94,75,52,1:껍질끼우기|1:철벽|1:바다회오리|5:싫은소리|11:비바라기|16:얼음엄니|23:기습|29:바톤터치|39:아쿠아테일|50:하이드로펌프
368,분홍장이,,Water,,55,84,105,114,75,52,1:껍질끼우기|1:철벽|1:바다회오리|5:비바라기|11:드레인키스|16:망각술|23:신비의부적|29:바톤터치|39:아쿠아테일|50:하이드로펌프
369,시라칸,,Water,Rock,100,90,130,45,65,55,1:몸통박치기|5:물대포|15:하품|25:돌진|35:잠자기|45:하이드로펌프|55:양날박치기
370,사랑동이,,Water,,43,30,55,40,65,97,1:몸통박치기|4:물대포|13:희망사항|20:헤롱헤롱|26:바둥바둥|34:돌진|40:아쿠아링|46:하이드로펌프
371,아공이,,Dragon,,45,75,60,40,30,50,1:불꽃세례|5:물기|15:박치기|25:깨물어부수기|35:사념의박치기|45:화염방사|55:이판사판태클
372,쉘곤,,Dragon,,65,95,100,60,50,50,0:방어|1:째려보기|1:용의숨결|20:겁나는얼굴|33:드래곤크루|46:기충전|60:역린
373,보만다,,Dragon,Flying,95,135,80,110,80,100,0:공중날기|1:방어|1:더블윙|1:불꽃세례|1:물기|15:박치기|25:깨물어부수기|39:사념의박치기|55:화염방사
374,메탕,,Steel,Psychic,40,55,80,35,60,30,1:몸통박치기
375,메탕구,,Steel,Psychic,60,75,100,55,80,50,0:염동력|1:몸통박치기|1:손톱갈기|12:전자부유|26:돌진|42:겁나는얼굴|58:철벽|74:파괴광선
376,메타그로스,,Steel,Psychic,80,135,130,95,90,70,0:암해머|1:손톱갈기|1:메탈크로우|1:몸통박치기|12:전자부유|26:돌진|42:겁나는얼굴|62:철벽|82:파괴광선
377,레지락,,Rock,,80,100,200,50,100,50,1:차지빔|6:땅고르기|18:짓밟기|30:저주|42:암해머|54:엄청난힘|66:전자포|78:대폭발
378,레지아이스,,Ice,,80,50,100,100,200,50,1:차지빔|6:땅고르기|18:짓밟기|30:저주|42:암해머|54:엄청난힘|66:전자포|78:대폭발
379,레지스틸,,Steel,,80,75,150,75,150,50,1:차지빔|6:땅고르기|18:짓밟기|24:러스터캐논|36:망각술|42:암해머|54:엄청난힘|66:전자포|78:대폭발
380,라티아스,,Dragon,Psychic,80,80,90,110,130,110,1:어시스트파워|1:사이코웨이브|10:HP회복|20:순풍|30:희망사항|40:사념의박치기|50:치유의파동|60:사이코키네시스|70:치유소원
381,라티오스,,Dragon,Psychic,80,90,80,130,110,110,1:어시스트파워|1:회복봉인|5:도우미|15:염동력|25:용의숨결|35:라스트버지|45:용의파동|55:심플빔|65:파워셰어
382,가이오가,,Water,,100,100,90,150,140,90,1:근원의파동|1:원시의힘|1:겁나는얼굴|18:명상|36:냉동빔|54:아쿠아링|81:이판사판태클
383,그란돈,,Ground,,100,150,140,100,90,90,1:단애의칼|1:원시의힘|1:겁나는얼굴|18:벌크업|36:암해머|54:잠자기|81:솔라빔
384,레쿠쟈,,Dragon,Flying,105,150,90,150,90,95,1:화룡점정|1:원시의힘|1:겁나는얼굴|18:용의춤|36:용의파동|54:잠자기|72:폭풍|90:파괴광선
385,지라치,,Steel,Psychic,100,100,100,100,100,100,1:염동력|7:스피드스타|28:사념의박치기|42:사이코키네시스|56:치유소원|70:미래예지|84:코스믹파워|98:파멸의소원
386,테오키스,,Psychic,,50,150,50,150,50,150,1:염동력|1:김밥말이|13:순간이동|25:사이코쇼크|37:중력|49:사념의박치기|61:HP회복|73:파괴광선
387,모부기,,Grass,,55,68,64,45,55,31,1:몸통박치기|5:나뭇잎|13:잎날가르기|21:물기|29:씨뿌리기|37:깨물어부수기|45:리프스톰
388,수풀부기,,Grass,,75,89,85,55,65,36,1:몸통박치기|1:껍질에숨기|1:성장|17:저주|27:메가드레인|37:광합성|47:기가드레인
389,토대부기,,Grass,Ground,95,109,105,75,85,56,0:지진|1:흡수|1:성장|1:껍질에숨기|17:저주|27:메가드레인|39:광합성|51:기가드레인|63:들이받기
390,불꽃숭이,,Fire,,44,58,44,58,44,61,1:할퀴기|5:불꽃세례|15:마구할퀴기|23:나쁜음모|31:객기|39:애크러뱃|47:화염방사
391,파이숭이,,Fire,Fighting,64,78,52,78,52,81,0:마하펀치|1:객기|1:할퀴기|1:불꽃세례|16:마구할퀴기|26:페인트|36:인파이트|46:애크러뱃|56:플레어드라이브
392,초염몽,,Fire,Fighting,76,104,71,104,71,108,0:인파이트|1:나쁜음모|1:태만함|1:할퀴기|1:불꽃세례|16:마구할퀴기|26:페인트|42:회오리불꽃|52:애크러뱃|65:대격분
393,팽도리,,Water,,53,51,53,61,56,40,1:막치기|5:물대포|15:쪼기|22:뽐내기|29:소금물|36:흰안개|43:하이드로펌프
394,팽태자,,Water,,64,66,68,81,76,50,0:메탈크로우|1:울음소리|1:애교부리기|19:거품광선|28:마구찌르기|37:바다회오리|46:회전부리
395,엠페르트,,Water,Steel,84,86,88,111,101,60,0:아쿠아제트|1:울음소리|1:애교부리기|11:칼춤|19:거품광선|28:마구찌르기|39:바다회오리|52:회전부리|66:웨이브태클
396,찌르꼬,,Normal,Flying,40,55,30,30,30,60,1:몸통박치기|5:전광석화|13:그림자분신|21:날려버리기|29:돌진|37:브레이브버드
397,찌르버드,,Normal,Flying,55,75,50,40,40,80,1:몸통박치기|1:전광석화|13:그림자분신|23:날려버리기|33:돌진|43:브레이브버드
398,찌르호크,,Normal,Flying,85,120,70,50,60,100,0:인파이트|1:몸통박치기|1:전광석화|18:죽기살기|28:제비반환|41:고속이동|57:목숨걸기
399,비버니,,Normal,,59,45,40,35,40,31,1:몸통박치기|5:웅크리기|13:박치기|21:하품|29:돌진|37:칼춤|45:엄청난힘
400,비버통,,Normal,Water,79,85,60,55,60,71,0:물대포|1:울음소리|1:일구기|9:구르기|18:필살앞니|28:깨물어부수기|38:분노의앞니|48:망각술|58:저주
401,귀뚤뚜기,,Bug,,37,25,41,25,41,25,1:몸통박치기|1:참기|16:벌레먹음
402,귀뚤톡크,,Bug,,77,85,51,55,51,65,0:연속자르기|1:울음소리|1:벌레의저항|14:흡수|22:기충전|30:시저크로스|36:마지막일침|42:깜짝베기|46:벌레의야단법석
403,꼬링크,,Electric,,45,65,34,40,34,45,1:몸통박치기|4:전기쇼크|12:물기|20:울부짖기|28:겁나는얼굴|36:깨물어부수기|44:뽐내기
404,럭시오,,Electric,,60,85,49,60,49,60,1:몸통박치기|1:전기쇼크|12:물기|24:울부짖기|36:겁나는얼굴|48:깨물어부수기|60:뽐내기
405,렌트라,,Electric,,80,120,79,95,79,70,1:몸통박치기|1:전기쇼크|1:일렉트릭필드|18:스파크|33:볼트체인지|48:전기자석파|64:방전|80:와일드볼트
406,꼬몽울,,Grass,Poison,40,30,35,50,70,55,1:흡수|1:저리가루
407,로즈레이드,,Grass,Poison,60,70,65,125,105,90,1:독침|1:메가드레인|1:성장|1:꽃잎댄스|1:기가드레인|1:광합성|1:아로마테라피|1:고민씨|1:꽃보라|1:베놈트랩
408,두개도스,,Rock,,67,125,40,30,30,58,1:박치기|6:기충전|15:돌진|24:승부굳히기|33:원시의힘|42:싫은소리
409,램펄드,,Rock,,97,165,60,65,50,58,0:죽기살기|1:째려보기|1:따라가때리기|19:겁나는얼굴|28:야금야금|43:사념의박치기|58:양날박치기
410,방패톱스,,Rock,Steel,30,42,118,42,88,30,1:몸통박치기|6:도발|15:돌진|24:뽐내기|33:버티기|42:아이언헤드
411,바리톱스,,Rock,Steel,60,52,168,47,138,30,0:블록|1:몸통박치기|1:도발|15:돌진|24:뽐내기|36:버티기|51:아이언헤드
412,도롱충이,,Bug,,40,29,45,29,45,36,1:방어|10:몸통박치기|20:실뿜기
413,도롱마담,,Bug,Grass,60,59,85,79,105,36,0:나비춤|1:몸통박치기|1:기습|1:방어|20:실뿜기|26:잎날가르기|32:환상빔|38:바둥바둥|44:사이코키네시스|50:벌레의야단법석
414,나메일,,Bug,Flying,70,94,50,94,50,66,0:나비춤|1:몸통박치기|1:벌레먹음|15:벌레먹음|23:염동력|29:독가루|35:날개쉬기|41:에어슬래시|47:덤벼들기
415,세꿀버리,,Bug,Flying,30,30,42,30,42,70,1:바람일으키기|1:벌레먹음
416,비퀸,,Bug,Flying,70,80,102,80,102,40,0:베어가르기|1:독침|1:달콤한향기|1:벌레의저항|8:아로마미스트|16:마구할퀴기|24:날개쉬기|32:파워젬|40:공격지령|40:회복지령
417,파치리스,,Electric,,60,45,70,45,90,95,1:울음소리|1:참기|9:애교부리기|17:버티기|21:스피드스타|29:천사의키스|37:분노의앞니|45:뒀다쓰기
418,브이젤,,Water,,55,65,35,60,30,85,1:몸통박치기|7:물붓기|15:물대포|21:스피드스타|27:더블어택|35:아쿠아브레이크|41:고속이동|49:웨이브태클
419,플로젤,,Water,,85,105,55,85,50,115,1:몸통박치기|1:전광석화|1:얼음엄니|15:물대포|21:스피드스타|29:더블어택|41:아쿠아브레이크|51:고속이동|62:웨이브태클
420,체리버,,Grass,,45,35,45,62,53,35,1:몸통박치기|5:나뭇잎|15:도우미|26:씨뿌리기|35:꽃보라|45:솔라빔
421,체리꼬,,Grass,,70,60,70,87,78,85,0:쾌청|1:성장|1:플라워가드|15:도우미|28:씨뿌리기|41:꽃보라|55:솔라빔
422,깝질무,,Water,,76,48,48,57,62,34,1:물대포|5:단단해지기|15:물의파동|25:누르기|35:대지의힘|45:추억의선물
423,트리토돈,,Water,Ground,111,83,68,92,82,39,1:물대포|1:단단해지기|1:흙놀이|20:원시의힘|33:탁류|46:비바라기
424,겟핸보숭,,Normal,,75,100,66,60,66,115,1:할퀴기|1:꼬리흔들기|11:바톤터치|18:마구할퀴기|25:싫은소리|32:더블어택|39:나쁜음모
425,흔들풍손,,Ghost,Flying,90,50,34,60,44,70,1:작아지기|1:휘감기|8:기충전|16:병상첨병|24:비축하기|24:꿀꺽|32:길동무|40:순풍
426,둥실라이드,,Ghost,Flying,150,80,44,90,54,80,0:고스트다이브|1:작아지기|1:놀래키기|1:힘흡수|16:병상첨병|24:비축하기|24:꿀꺽|36:길동무|48:순풍
427,이어롤,,Normal,,55,66,44,44,56,85,1:화풀이|1:튀어오르기|8:초롱초롱눈동자|16:전광석화|24:애교부리기|32:박치기|40:동료만들기|48:뛰어오르다
428,이어롭,,Normal,,65,76,84,54,96,105,0:은혜갚기|1:막치기|1:튀어오르기|1:매직코트|1:일구기|16:전광석화|24:애교부리기|32:박치기|40:동료만들기|48:뛰어오르다|56:무릎차기
429,무우마직,,Ghost,,60,60,60,105,105,105,1:염동력|1:검은눈빛|1:환상빔|1:보복|1:멸망의노래|1:원한|1:주술|1:메지컬리프|1:고스트다이브
430,돈크로우,,Dark,Flying,100,125,52,105,52,71,1:쪼기|1:바람일으키기|1:날개치기|1:승부굳히기|1:검은눈빛|1:깜짝베기|1:순서미루기|25:뽐내기|45:속임수|65:값 없음
431,나옹마,,Normal,,49,55,42,42,37,85,1:속이다|8:울음소리|17:제비반환|25:애교부리기|32:원수갚기|41:기습|48:손톱갈기
432,몬냥이,,Normal,,71,82,64,64,59,112,0:뽐내기|1:치근거리기|1:울음소리|13:최면술|20:마구할퀴기|29:도발|37:베어가르기|52:헤롱헤롱
433,랑딸랑,,Psychic,,45,30,50,65,50,45,1:김밥말이|4:울음소리|10:염동력|16:뒀다쓰기|32:소란피기
434,스컹뿡,,Poison,Dark,63,63,47,41,41,74,1:할퀴기|3:페인트|9:애시드봄|15:기충전|21:베놈쇼크|27:맹독|33:추억의선물|39:트림
435,스컹탱크,,Poison,Dark,103,93,67,71,61,84,0:화염방사|1:연막|1:페인트|12:마구할퀴기|18:물기|24:싫은소리|30:기습|38:깜짝베기|48:대폭발
436,동미러,,Steel,Psychic,57,24,86,24,86,23,1:몸통박치기|4:이상한빛|12:봉인|20:최면술|28:신통력|36:철벽|44:미래예지
437,동탁군,,Steel,Psychic,67,89,116,79,116,33,0:블록|1:염동력|1:쾌청|1:보복|16:자이로볼|24:신비의부적|32:헤비봄버|44:금속음|52:회복봉인
438,꼬지지,,Rock,,50,80,95,10,45,10,1:거짓울음|1:몸통박치기|8:돌떨구기|16:흉내내기|24:눈물그렁그렁|32:스톤샤워|40:카운터
439,흉내내,,Psychic,Fairy,20,25,45,70,90,60,1:막치기|1:배리어|4:바톤터치|12:염동력|20:방어|28:환상빔|36:빛의장막|36:신비의부적|44:매지컬샤인|52:흔들흔들댄스
440,핑복,,Normal,,100,5,5,15,65,30,1:막치기|4:웅크리기|12:차밍보이스|20:애교부리기
441,페라페,,Normal,Flying,76,65,45,92,42,91,1:쪼기|1:하이퍼보이스|1:비밀이야기|9:따라하기|17:마구찌르기|33:흉내내기|41:날개쉬기|49:싱크로노이즈
442,화강돌,,Ghost,Dark,50,92,108,92,108,35,1:나이트헤드|1:따라가때리기|10:원한|20:나쁜음모|30:추억의선물|40:저주|50:악의파동|60:꿈먹기
443,딥상어동,,Dragon,Ground,58,70,45,40,45,42,1:몸통박치기|6:모래뿌리기|18:땅고르기|30:베어가르기|42:구멍파기|54:돌진
444,한바이트,,Dragon,Ground,68,90,65,50,55,82,1:모래뿌리기|1:용의숨결|1:더블촙|27:물기|42:드래곤크루|58:모래바람|74:드래곤다이브
445,한카리아스,,Dragon,Ground,108,130,95,80,85,102,0:깨물어부수기|1:몸통박치기|1:모래지옥|18:땅고르기|34:베어가르기|52:구멍파기|72:돌진
446,먹고자,,Normal,,135,85,40,40,85,5,1:몸통박치기|1:냄새구별|8:리사이클|16:물기|20:꿀꺽|28:누르기|36:망각술|44:바둥바둥|52:뒀다쓰기
447,리오르,,Fighting,,40,70,40,35,40,60,1:전광석화|4:페인트|12:카운터|20:바위깨기|28:싫은소리|36:발경|44:도우미|52:목숨걸기
448,루카리오,,Fighting,Steel,70,110,70,115,70,90,0:파동탄|1:버티기|1:기사회생|1:메탈크로우|1:도우미|1:흉내쟁이|1:목숨걸기|12:카운터|20:발경|28:금속음|36:본러쉬|44:치유의파동|52:용의파동|60:인파이트
449,히포포타스,,Ground,,68,72,78,38,42,32,1:모래뿌리기|4:물기|12:모래지옥|20:깨물어부수기|28:돌진|36:잠자기|44:이판사판태클|52:태만함
450,하마돈,,Ground,,108,112,118,68,72,47,1:모래뿌리기|1:물기|1:번개엄니|1:불꽃엄니|16:구멍파기|24:모래바람|32:울부짖기|44:지진|56:땅가르기
451,스콜피,,Poison,Bug,40,50,90,30,55,65,1:독침|3:손톱갈기|9:독엄니|15:독압정|21:베놈쇼크|27:겁나는얼굴|33:맹독|39:크로스포이즌|45:경혈찌르기
452,드래피온,,Poison,Dark,70,90,110,60,75,95,1:독침|1:번개엄니|1:불꽃엄니|1:마지막일침|12:물기|18:벌레먹음|24:탁쳐서떨구기|30:바늘미사일|36:깜짝베기|44:시저크로스|54:깨물어부수기
453,삐딱구리,,Poison,Fighting,48,61,40,61,40,50,1:독침|4:놀래키기|12:부추기기|20:베놈쇼크|28:뽐내기|36:맹독|44:오물폭탄
454,독개굴,,Poison,Fighting,83,106,65,86,65,85,1:독침|1:도발|12:부추기기|20:베놈쇼크|28:뽐내기|36:맹독|48:오물폭탄
455,무스틈니,,Grass,,74,100,72,90,72,46,1:조이기|1:나뭇잎|11:덩굴채찍|21:뿌리박기|31:그래스믹서|37:토해내기|41:깨물어부수기|50:파워휩
456,형광어,,Water,,49,49,56,49,61,66,1:막치기|13:비바라기|22:물의파동|29:신비의부적|38:바다회오리|45:뛰어오르다|54:물붓기
457,네오라이트,,Water,,69,69,76,69,86,91,1:막치기|1:물대포|13:비바라기|26:헤롱헤롱|35:아쿠아링|48:유턴|59:순풍
458,타만타,,Water,Flying,45,20,50,60,120,50,1:몸통박치기|4:초음파|12:물의파동|20:고속이동|28:박치기|36:아쿠아링|44:돌진
459,눈쓰개,,Grass,Ice,60,62,50,62,60,40,1:째려보기|5:나뭇잎|15:얼음뭉치|25:얼다바람|35:뿌리박기|45:눈보라
460,눈설왕,,Grass,Ice,90,92,75,92,85,60,0:냉동펀치|1:흰안개|1:나뭇잎|15:얼음뭉치|25:얼다바람|35:뿌리박기|49:눈보라
461,포푸니라,,Dark,Ice,70,120,65,45,85,125,1:할퀴기|1:고속이동|1:베어가르기|1:도발|1:얼음뭉치|18:메탈크로우|30:마구할퀴기|42:내던지기|54:싫은소리|66:악의파동
462,자포코일,,Electric,Steel,70,70,115,130,90,60,1:몸통박치기|1:전기쇼크|1:배리어|1:미러코트|1:일렉트릭필드|16:자이로볼|24:싫은소리|34:러스터캐논|46:금속음|58:록온
463,내룸벨트,,Normal,,110,85,95,80,95,50,1:초음파|1:핥기|1:구르기|6:잠자기|24:사슬묶기|36:탁쳐서떨구기|48:힘껏치기|60:배북
464,거대코뿌리,,Ground,Rock,115,140,130,55,55,40,1:몸통박치기|1:암해머|1:땅고르기|20:겁나는얼굴|30:락블레스트|40:돌진|54:스톤에지|68:뿔드릴
465,덩쿠림보,,Grass,,100,100,125,110,50,50,1:조이기|1:성장|1:블록|12:메가드레인|20:독가루|28:탁쳐서떨구기|34:원시의힘|40:힘껏치기|48:파워휩|56:그래스필드
466,에레키블,,Electric,,75,123,67,95,85,95,1:째려보기|1:전광석화|1:플라스마샤워|16:전격파|24:싫은소리|34:방전|46:10만볼트|58:번개
467,마그마번,,Fire,,75,95,67,125,95,83,1:째려보기|1:연막|12:클리어스모그|20:이상한빛|28:불꽃펀치|40:안다리걸기|52:쾌청|64:파괴광선
468,토게키스,,Fairy,Flying,85,50,95,120,115,80,0:에어슬래시|1:이판사판태클|1:손가락흔들기|1:트라이어택|1:애교부리기|1:바톤터치|1:원시의힘|1:희망사항|1:뒀다쓰기|1:당신먼저|1:생명의물방울
