PokemonIndex,pokemonName,pokemonDescription,pokemonType1,pokemonType2,maxHp,attack,defence,spAttack,spDefence,speed,ExpYield,GrowthRate,CatchRate,LearnableSkills
328,톱치,,Ground,,45,100,45,45,45,10,58,MediumSlow,255,1:모래뿌리기|1:놀래키기|1:참기|1:속여때리기|8:물기|12:진흙뿌리기|16:모래지옥|20:땅고르기|24:구멍파기|28:깨물어부수기|32:모래바람|36:대지의힘|40:지진|44:엄청난힘|48:땅가르기
329,비브라바,,Ground,Dragon,50,70,50,50,50,70,119,MediumSlow,120,0:용의숨결|1:초음파|1:땅가르기|1:깨물어부수기|1:엄청난힘|1:놀래키기|1:땅고르기|1:구멍파기|1:모래뿌리기|1:물기|1:참기|1:속여때리기|12:진흙뿌리기|16:모래지옥|20:드래곤테일|24:싫은소리|28:벌레의야단법석|32:모래바람|38:대지의힘|44:지진|50:소란피기|56:드래곤다이브|62:폭음파
330,플라이곤,,Ground,Dragon,80,100,80,80,80,100,260,MediumSlow,45,0:드래곤크루|1:물기|1:땅가르기|1:구멍파기|1:깨물어부수기|1:엄청난힘|1:놀래키기|1:용의춤|1:페인트|1:용의숨결|1:땅고르기|1:모래뿌리기|1:초음파|1:참기|1:속여때리기|12:진흙뿌리기|16:모래지옥|20:드래곤테일|24:싫은소리|28:벌레의야단법석|32:모래바람|38:대지의힘|44:지진|52:소란피기|60:드래곤다이브|68:폭음파
331,선인왕,,Grass,,50,85,40,85,40,35,67,MediumSlow,190,1:독침|1:째려보기|4:흡수|7:성장|10:씨뿌리기|13:모래뿌리기|16:기관총|19:기어오르기|22:뿌리박기|26:보복|30:압정뿌리기|34:기습|38:바늘미사일|42:에너지볼|46:목화포자|50:모래바람|54:길동무
332,밤선인,,Grass,Dark,70,115,60,115,60,55,166,MediumSlow,60,0:니들가드|1:길동무|1:독침|1:째려보기|1:흡수|1:성장|10:씨뿌리기|13:모래뿌리기|16:기관총|19:기어오르기|22:뿌리박기|26:보복|30:압정뿌리기|35:기습|38:바늘미사일|44:에너지볼|49:목화포자|54:모래바람
333,파비코,,Normal,Flying,45,40,60,40,75,50,62,Erratic,255,1:쪼기|1:울음소리|4:차밍보이스|8:흰안개|12:마구찌르기|16:돌림노래|20:용의숨결|24:신비의부적|28:노래하기|32:코튼가드|36:돌진|40:문포스|44:멸망의노래
334,파비코리,,Dragon,Flying,75,70,90,70,105,80,172,Erratic,45,0:용의파동|1:쪼아대기|1:쪼기|1:울음소리|1:차밍보이스|1:흰안개|12:마구찌르기|16:돌림노래|20:용의숨결|24:신비의부적|28:노래하기|32:코튼가드|38:돌진|44:문포스|50:멸망의노래|56:불새
335,쟝고,,Normal,,73,115,60,60,60,90,160,Erratic,90,1:두번치기|1:사슬묶기|1:카운터|1:마구할퀴기|1:저주|1:바둥바둥|1:배북|1:페인트|1:깜짝베기|1:더블어택|1:퍼스트가드|1:목숨걸기|1:할퀴기|1:째려보기|5:전광석화|8:연속자르기|12:메탈크로우|15:손톱갈기|19:베어가르기|22:기어오르기|26:브레이크크루|29:칼등치기|33:바꿔치기|36:판별|40:시저크로스|43:도발|47:칼춤|50:인파이트
336,세비퍼,,Poison,,73,100,60,100,60,65,160,Fluctuating,90,1:김밥말이|1:뽐내기|4:물기|6:핥기|9:포이즌테일|11:페인트|14:싫은소리|19:뱀눈초리|21:독엄니|24:베놈쇼크|29:위액|31:독찌르기|34:흑안개|39:깨물어부수기|41:트림|44:똬리틀기|46:오물폭탄
337,루나톤,,Rock,Psychic,70,55,65,95,85,70,161,Fast,45,1:문포스|1:달의불빛|1:몸통박치기|1:단단해지기|1:염동력|1:돌떨구기|5:최면술|10:록커트|15:스톤샤워|20:사이코쇼크|25:코스믹파워|30:사이코키네시스|35:스톤에지|40:미래예지|45:매직룸|50:대폭발
338,솔록,,Rock,Psychic,70,95,85,55,65,70,161,Fast,45,1:플레어드라이브|1:아침햇살|1:몸통박치기|1:단단해지기|1:염동력|1:돌떨구기|5:최면술|10:록커트|15:스톤샤워|20:사념의박치기|25:코스믹파워|30:사이코키네시스|35:스톤에지|40:솔라빔|45:원더룸|50:대폭발
339,미꾸리,,Water,Ground,50,48,43,46,41,60,58,MediumFast,190,1:진흙뿌리기|1:물대포|6:잠자기|6:코골기|12:물의파동|18:망각술|24:아쿠아테일|31:탁류|36:지진|42:미래예지|48:땅가르기
340,메깅,,Water,Ground,110,78,73,76,71,60,164,MediumFast,75,0:난동부리기|1:트림|1:사념의박치기|1:간지르기|1:진흙뿌리기|1:물대포|1:잠자기|1:코골기|12:물의파동|18:망각술|24:아쿠아테일|33:탁류|40:지진|48:미래예지|56:땅가르기
341,가재군,,Water,,43,80,65,50,35,35,62,Fluctuating,205,1:물대포|1:단단해지기|4:째려보기|8:도발|12:거품광선|16:탁쳐서떨구기|20:더블어택|24:방어|28:깜짝베기|32:셸블레이드|36:칼춤|40:깨물어부수기|44:찝게햄머|48:죽기살기|52:가위자르기
342,가재장군,,Water,Dark,63,120,85,90,55,55,164,Fluctuating,155,0:스피드스타|1:물대포|1:단단해지기|1:째려보기|1:도발|12:거품광선|16:탁쳐서떨구기|20:더블어택|24:방어|28:깜짝베기|34:셸블레이드|40:칼춤|46:깨물어부수기|52:찝게햄머|58:죽기살기|64:가위자르기
343,오뚝군,,Ground,Psychic,40,40,55,40,70,55,60,MediumFast,255,1:단단해지기|1:진흙뿌리기|3:고속스핀|6:염동력|9:암석봉인|12:파워트릭|15:환상빔|18:원시의힘|21:봉인|24:코스믹파워|27:신통력|30:대지의힘|33:자폭|36:가드셰어|36:파워셰어|39:모래바람|42:대폭발
344,점토도리,,Ground,Psychic,60,70,105,70,120,75,175,MediumFast,90,0:파괴광선|1:순간이동|1:단단해지기|1:진흙뿌리기|1:고속스핀|1:염동력|9:암석봉인|12:파워트릭|15:환상빔|18:원시의힘|21:봉인|24:코스믹파워|27:신통력|30:대지의힘|33:자폭|38:가드셰어|38:파워셰어|43:모래바람|48:대폭발
345,릴링,,Rock,Grass,66,41,77,61,87,23,71,Erratic,45,1:김밥말이|1:놀래키기|1:휘감기|4:용해액|8:이상한빛|12:뿌리박기|16:원시의힘|20:메가드레인|24:소금물|28:망각술|32:위액|36:기가드레인|41:비축하기|41:토해내기|41:꿀꺽|44:에너지볼
346,릴리요,,Rock,Grass,86,81,97,81,107,43,173,Erratic,45,1:씨뿌리기|1:김밥말이|1:놀래키기|1:휘감기|1:용해액|1:이상한빛|12:뿌리박기|16:원시의힘|20:메가드레인|24:소금물|28:망각술|32:위액|36:기가드레인|43:비축하기|43:토해내기|43:꿀꺽|48:에너지볼
347,아노딥스,,Rock,Bug,45,95,50,40,50,75,71,Erratic,45,1:연속자르기|1:단단해지기|4:물대포|8:떨어뜨리기|12:메탈크로우|16:원시의힘|20:벌레먹음|24:소금물|28:베어가르기|32:브레이크크루|36:락블레스트|41:방어|44:시저크로스
348,아말도,,Rock,Bug,75,125,100,70,80,45,173,Erratic,45,1:연속자르기|1:단단해지기|1:물대포|1:떨어뜨리기|12:메탈크로우|16:원시의힘|20:벌레먹음|24:소금물|28:베어가르기|32:브레이크크루|36:락블레스트|43:방어|48:시저크로스
349,빈티나,,Water,,20,15,20,10,55,80,40,Erratic,255,1:튀어오르기|15:몸통박치기|25:바둥바둥
350,밀로틱,,Water,,95,60,79,100,125,81,189,Erratic,60,0:물의파동|1:바둥바둥|1:튀어오르기|1:몸통박치기|1:김밥말이|1:물대포|1:물놀이|4:차밍보이스|8:회오리|12:아쿠아링|16:헤롱헤롱|20:생명의물방울|24:드래곤테일|28:HP회복|32:아쿠아테일|36:신비의부적|40:파도타기|44:비바라기|48:똬리틀기|52:하이드로펌프
351,캐스퐁,,Normal,,70,70,70,70,70,70,147,MediumFast,45,1:몸통박치기|10:물대포|10:불꽃세례|10:눈싸라기|15:박치기|20:비바라기|20:쾌청|20:싸라기눈|25:웨더볼|35:하이드로펌프|35:불대문자|35:눈보라|45:폭풍
352,켈리몬,,Normal,,60,90,70,60,120,40,154,MediumSlow,200,1:도둑질|1:꼬리흔들기|1:놀래키기|1:핥기|1:할퀴기|4:조이기|7:야습|10:페인트|13:마구할퀴기|16:사슬묶기|18:환상빔|21:원시의힘|25:베어가르기|30:판별|33:섀도크루|38:싫은소리|42:대타출동|46:기습|50:속임수
353,어둠대신,,Ghost,,44,75,35,63,33,45,59,Fast,225,1:놀래키기|1:따라가때리기|4:싫은소리|7:나이트헤드|10:원한|16:도깨비불|19:야습|22:병상첨병|26:저주|30:섀도볼|34:역할|38:기습|42:트릭|48:고스트다이브
354,다크펫,,Ghost,,64,115,65,83,63,65,159,Fast,45,0:탁쳐서떨구기|1:놀래키기|1:따라가때리기|1:싫은소리|1:나이트헤드|1:원한|16:도깨비불|19:야습|22:병상첨병|26:저주|30:섀도볼|34:역할|40:기습|46:트릭|53:고스트다이브
355,해골몽,,Ghost,,20,40,90,30,90,25,59,Fast,190,1:놀래키기|1:째려보기|1:따라가때리기|4:사슬묶기|8:야습|12:이상한빛|16:나이트헤드|20:보복|24:도깨비불|28:검은눈빛|32:병상첨병|36:저주|40:섀도볼|44:미래예지
356,미라몽,,Ghost,,40,70,130,60,130,25,159,Fast,90,0:섀도펀치|1:불꽃펀치|1:냉동펀치|1:번개펀치|1:중력|1:조이기|1:놀래키기|1:째려보기|1:따라가때리기|1:사슬묶기|1:야습|12:이상한빛|16:나이트헤드|20:보복|24:도깨비불|28:검은눈빛|32:병상첨병|36:저주|42:섀도볼|48:미래예지
357,트로피우스,,Grass,Flying,99,68,83,72,87,51,161,Slow,200,1:리프스톰|1:바람일으키기|1:째려보기|1:성장|1:잎날가르기|6:달콤한향기|10:짓밟기|16:메지컬리프|21:날려버리기|30:와이드가드|36:에어슬래시|41:누르기|46:역린|50:광합성|56:솔라빔
358,치렁,,Psychic,,65,50,70,95,80,65,159,Fast,45,1:치유소원|1:뒀다쓰기|1:동료만들기|1:김밥말이|1:사이코웨이브|1:울음소리|1:놀래키기|1:염동력|1:싱크로노이즈|13:하품|16:어시스트파워|19:돌진|22:신통력|27:치료방울|32:소란피기|37:신비의부적|42:이판사판태클|47:치유의파동
359,앱솔,,Dark,,65,130,60,75,60,75,163,MediumSlow,30,1:전광석화|1:째려보기|5:그림자분신|10:탁쳐서떨구기|15:판별|20:도발|25:베어가르기|30:깜짝베기|35:기충전|40:기습|45:칼춤|50:미래예지|55:멸망의노래
360,마자,,Psychic,,95,23,48,23,48,23,52,MediumFast,125,1:카운터|1:미러코트|1:신비의부적|1:길동무|1:튀어오르기|1:애교부리기|1:앵콜|1:망각술
361,눈꼬마,,Ice,,50,50,50,50,50,50,60,MediumFast,190,1:눈싸라기|1:놀래키기|1:박치기|5:째려보기|10:그림자분신|15:얼음뭉치|20:방어|25:얼다바람|30:얼음숨결|35:물기|40:얼음엄니|45:-|50:웨더볼|55:깨물어부수기|60:눈보라
362,얼음귀신,,Ice,,80,80,80,80,80,80,168,MediumFast,75,0:프리즈드라이|1:절대영도|1:눈싸라기|1:박치기|1:놀래키기|1:째려보기|1:그림자분신|1:아이스볼|15:얼음뭉치|20:방어|25:얼다바람|30:얼음숨결|35:물기|40:얼음엄니|47:-|54:웨더볼|61:깨물어부수기|68:눈보라
363,대굴레오,,Ice,Water,70,40,50,55,50,25,58,MediumSlow,255,1:구르기|1:웅크리기|4:울음소리|8:물대포|12:눈싸라기|16:잠자기|20:코골기|24:소금물|28:오로라빔|33:앵콜|36:누르기|40:파도타기|44:눈보라|48:싸라기눈|52:절대영도
364,씨레오,,Ice,Water,90,60,70,75,70,45,144,MediumSlow,120,0:뽐내기|1:구르기|1:웅크리기|1:울음소리|1:물대포|12:눈싸라기|16:잠자기|20:코골기|24:소금물|28:오로라빔|35:앵콜|40:누르기|46:파도타기|52:눈보라|58:싸라기눈|64:절대영도
365,씨카이저,,Ice,Water,110,80,90,95,90,65,265,MediumSlow,45,1:뽐내기|1:깨물어부수기|1:얼음엄니|1:구르기|1:웅크리기|1:울음소리|1:물대포|12:눈싸라기|16:잠자기|20:코골기|24:소금물|28:오로라빔|35:앵콜|40:누르기|48:파도타기|56:눈보라|64:싸라기눈|72:절대영도
366,진주몽,,Water,,35,64,85,74,55,32,69,Erratic,255,1:껍질끼우기|1:물대포|1:바다회오리|1:철벽|50:껍질깨기
367,헌테일,,Water,,55,104,105,94,75,52,170,Erratic,60,1:껍질끼우기|1:물대포|1:철벽|1:껍질깨기|1:바다회오리|1:물기|5:싫은소리|9:겁나는얼굴|11:비바라기|14:물의파동|16:얼음엄니|19:소금물|23:기습|26:다이빙|29:바톤터치|34:깨물어부수기|39:아쿠아테일|45:똬리틀기|50:하이드로펌프
368,분홍장이,,Water,,55,84,105,114,75,52,170,Erratic,60,1:껍질끼우기|1:물대포|1:철벽|1:껍질깨기|1:바다회오리|1:염동력|5:비바라기|9:고속이동|11:드레인키스|14:물의파동|16:망각술|19:아쿠아링|23:신비의부적|26:다이빙|29:바톤터치|34:사이코키네시스|39:아쿠아테일|45:똬리틀기|50:하이드로펌프
369,시라칸,,Water,Rock,100,90,130,45,65,55,170,Slow,25,1:몸통박치기|1:단단해지기|5:물대포|10:원시의힘|15:하품|20:다이빙|25:돌진|30:아쿠아테일|35:잠자기|40:바둥바둥|45:하이드로펌프|50:이판사판태클|55:양날박치기
370,사랑동이,,Water,,43,30,55,40,65,97,116,Fast,225,1:몸통박치기|1:애교부리기|4:물대포|7:고속이동|13:희망사항|17:물의파동|20:헤롱헤롱|22:드레인키스|26:바둥바둥|31:천사의키스|34:돌진|37:초롱초롱눈동자|40:아쿠아링|42:물붓기|46:하이드로펌프|49:신비의부적
371,아공이,,Dragon,,45,75,60,40,30,50,60,Slow,45,1:불꽃세례|1:째려보기|5:물기|10:용의숨결|15:박치기|20:겁나는얼굴|25:깨물어부수기|31:드래곤크루|35:사념의박치기|40:기충전|45:화염방사|50:역린|55:이판사판태클
372,쉘곤,,Dragon,,65,95,100,60,50,50,147,Slow,45,0:방어|1:불꽃세례|1:째려보기|1:물기|1:용의숨결|15:박치기|20:겁나는얼굴|25:깨물어부수기|33:드래곤크루|39:사념의박치기|46:기충전|53:화염방사|60:역린|67:이판사판태클
373,보만다,,Dragon,Flying,95,135,80,110,80,100,300,Slow,45,0:공중날기|1:역린|1:방어|1:드래곤테일|1:더블윙|1:날개쉬기|1:불꽃세례|1:째려보기|1:물기|1:용의숨결|15:박치기|20:겁나는얼굴|25:깨물어부수기|33:드래곤크루|39:사념의박치기|46:기충전|55:화염방사|73:이판사판태클
374,메탕,,Steel,Psychic,40,55,80,35,60,30,60,Slow,3,1:몸통박치기
375,메탕구,,Steel,Psychic,60,75,100,55,80,50,147,Slow,3,0:염동력|0:메탈크로우|1:몸통박치기|1:불릿펀치|1:손톱갈기|6:사념의박치기|12:전자부유|18:러스터캐논|26:돌진|34:사이코키네시스|42:겁나는얼굴|50:코멧펀치|58:철벽|66:고속이동|74:파괴광선
376,메타그로스,,Steel,Psychic,80,135,130,95,90,70,300,Slow,3,0:암해머|1:대폭발|1:손톱갈기|1:염동력|1:메탈크로우|1:불릿펀치|1:몸통박치기|6:사념의박치기|12:전자부유|16:러스터캐논|26:돌진|34:사이코키네시스|42:겁나는얼굴|52:코멧펀치|62:철벽|72:고속이동|82:파괴광선
377,레지락,,Rock,,80,100,200,50,100,50,290,Slow,3,1:차지빔|1:돌떨구기|6:땅고르기|12:원시의힘|18:짓밟기|24:스톤샤워|30:저주|36:철벽|42:암해머|48:스톤에지|54:엄청난힘|60:록온|66:전자포|72:파괴광선|78:대폭발
378,레지아이스,,Ice,,80,50,100,100,200,50,290,Slow,3,1:차지빔|1:얼다바람|6:땅고르기|12:원시의힘|18:짓밟기|24:냉동빔|30:저주|36:망각술|42:암해머|48:눈보라|54:엄청난힘|60:록온|66:전자포|72:파괴광선|78:대폭발
379,레지스틸,,Steel,,80,75,150,75,150,50,290,Slow,3,1:차지빔|1:메탈크로우|6:땅고르기|12:원시의힘|18:짓밟기|24:아이언헤드|24:러스터캐논|30:저주|36:망각술|36:철벽|42:암해머|48:헤비봄버|54:엄청난힘|60:록온|66:전자포|72:파괴광선|78:대폭발
380,라티아스,,Dragon,Psychic,80,80,90,110,130,110,300,Slow,3,1:어시스트파워|1:애교부리기|1:사이코웨이브|5:도우미|10:HP회복|15:염동력|20:순풍|25:용의숨결|30:희망사항|35:미스트볼|40:사념의박치기|45:용의파동|50:치유의파동|55:미러타입|60:사이코키네시스|65:가드셰어|70:치유소원
381,라티오스,,Dragon,Psychic,80,90,80,130,110,110,300,Slow,3,1:어시스트파워|1:용의춤|1:회복봉인|1:사이코웨이브|5:도우미|10:HP회복|15:염동력|20:순풍|25:용의숨결|30:사이드체인지|35:라스트버지|40:사념의박치기|45:용의파동|50:치유의파동|55:심플빔|60:사이코키네시스|65:파워셰어|70:추억의선물
382,가이오가,,Water,,100,100,90,150,140,90,335,Slow,3,1:근원의파동|1:물의파동|1:원시의힘|1:누르기|1:겁나는얼굴|9:아쿠아테일|18:명상|27:탁류|36:냉동빔|45:절대영도|54:아쿠아링|72:하이드로펌프|81:이판사판태클|90:해수스파우팅
383,그란돈,,Ground,,100,150,140,100,90,90,335,Slow,3,1:단애의칼|1:머드숏|1:원시의힘|1:분연|1:겁나는얼굴|9:대지의힘|18:벌크업|27:지진|36:암해머|45:땅가르기|54:잠자기|72:불대문자|81:솔라빔|90:분화
384,레쿠쟈,,Dragon,Flying,105,150,90,150,90,95,340,Slow,3,1:화룡점정|1:회오리|1:원시의힘|1:에어슬래시|1:겁나는얼굴|9:깨물어부수기|18:용의춤|27:신속|36:용의파동|45:하이퍼보이스|54:잠자기|63:공중날기|72:폭풍|81:역린|90:파괴광선
385,지라치,,Steel,Psychic,100,100,100,100,100,100,300,Slow,3,1:염동력|1:희망사항|7:스피드스타|21:생명의물방울|28:사념의박치기|35:중력|42:사이코키네시스|49:코멧펀치|56:치유소원|63:잠자기|70:미래예지|77:이판사판태클|84:코스믹파워|91:뒀다쓰기|98:파멸의소원
386,테오키스,,Psychic,,50,150,50,150,50,150,300,Slow,3,1:염동력|1:째려보기|1:김밥말이|7:나이트헤드|13:순간이동|19:탁쳐서떨구기|25:사이코쇼크|31:사이코키네시스|37:중력|43:스킬스웹|49:사념의박치기|55:코스믹파워|61:HP회복|67:사이코부스트|73:파괴광선
387,모부기,,Grass,,55,68,64,45,55,31,64,MediumSlow,45,1:몸통박치기|5:껍질에숨기|5:나뭇잎|9:성장|13:잎날가르기|17:저주|21:물기|25:메가드레인|29:씨뿌리기|33:광합성|37:깨물어부수기|41:기가드레인|45:리프스톰
388,수풀부기,,Grass,,75,89,85,55,65,36,142,MediumSlow,45,1:몸통박치기|1:흡수|1:껍질에숨기|1:나뭇잎|1:성장|13:잎날가르기|17:저주|22:물기|27:메가드레인|32:씨뿌리기|37:광합성|42:깨물어부수기|47:기가드레인|52:리프스톰
389,토대부기,,Grass,Ground,95,109,105,75,85,56,263,MediumSlow,45,0:지진|1:몸통박치기|1:흡수|1:나뭇잎|1:성장|1:잎날가르기|1:껍질에숨기|1:우드해머|17:저주|22:물기|27:메가드레인|33:씨뿌리기|39:광합성|45:깨물어부수기|51:기가드레인|57:리프스톰|63:들이받기
390,불꽃숭이,,Fire,,44,58,44,58,44,61,62,MediumSlow,45,1:할퀴기|1:째려보기|5:불꽃세례|9:도발|15:마구할퀴기|17:화염자동차|23:나쁜음모|25:트집|31:객기|33:회오리불꽃|39:애크러뱃|41:태만함|47:화염방사
391,파이숭이,,Fire,Fighting,64,78,52,78,52,81,142,MediumSlow,45,0:마하펀치|1:나쁜음모|1:객기|1:화염방사|1:할퀴기|1:째려보기|1:불꽃세례|9:도발|16:마구할퀴기|19:화염자동차|26:페인트|29:트집|36:인파이트|39:회오리불꽃|46:애크러뱃|49:태만함|56:플레어드라이브
392,초염몽,,Fire,Fighting,76,104,71,104,71,108,267,MediumSlow,45,0:인파이트|1:도발|1:나쁜음모|1:객기|1:태만함|1:화염방사|1:할퀴기|1:째려보기|1:불꽃세례|1:마하펀치|16:마구할퀴기|19:화염자동차|26:페인트|29:트집|42:회오리불꽃|47:플레어드라이브|52:애크러뱃|58:명상|65:대격분
393,팽도리,,Water,,53,51,53,61,56,40,63,MediumSlow,45,1:막치기|4:울음소리|5:물대포|11:애교부리기|15:쪼기|18:거품광선|22:뽐내기|25:마구찌르기|29:소금물|32:바다회오리|36:흰안개|39:회전부리|43:하이드로펌프
394,팽태자,,Water,,64,66,68,81,76,50,142,MediumSlow,45,0:메탈크로우|1:몸통박치기|1:울음소리|1:물대포|1:애교부리기|15:쪼기|19:거품광선|24:뽐내기|28:마구찌르기|33:소금물|37:바다회오리|42:흰안개|46:회전부리|50:하이드로펌프
395,엠페르트,,Water,Steel,84,86,88,111,101,60,265,MediumSlow,45,0:아쿠아제트|1:몸통박치기|1:울음소리|1:물대포|1:애교부리기|1:메탈크로우|11:칼춤|15:쪼기|19:거품광선|24:뽐내기|28:마구찌르기|33:소금물|39:바다회오리|46:흰안개|52:회전부리|59:하이드로펌프|66:웨이브태클
396,찌르꼬,,Normal,Flying,40,55,30,30,30,60,49,MediumSlow,255,1:몸통박치기|1:울음소리|5:전광석화|9:날개치기|13:그림자분신|17:죽기살기|21:날려버리기|25:제비반환|29:돌진|33:고속이동|37:브레이브버드|41:목숨걸기
397,찌르버드,,Normal,Flying,55,75,50,40,40,80,119,MediumSlow,120,1:몸통박치기|1:울음소리|1:전광석화|9:날개치기|13:그림자분신|18:죽기살기|23:날려버리기|28:제비반환|33:돌진|38:고속이동|43:브레이브버드|48:목숨걸기
398,찌르호크,,Normal,Flying,85,120,70,50,60,100,243,MediumSlow,45,0:인파이트|1:날개치기|1:몸통박치기|1:울음소리|1:전광석화|13:그림자분신|18:죽기살기|23:날려버리기|28:제비반환|33:돌진|41:고속이동|49:브레이브버드|57:목숨걸기
399,비버니,,Normal,,59,45,40,35,40,31,50,MediumFast,255,1:몸통박치기|1:울음소리|5:웅크리기|9:구르기|13:박치기|17:필살앞니|21:하품|25:깨물어부수기|29:돌진|33:분노의앞니|37:칼춤|41:망각술|45:엄청난힘|49:저주
400,비버통,,Normal,Water,79,85,60,55,60,71,144,MediumFast,127,0:물대포|1:몸통박치기|1:울음소리|1:아쿠아제트|1:일구기|5:웅크리기|9:구르기|13:박치기|18:필살앞니|23:하품|28:깨물어부수기|33:돌진|38:분노의앞니|43:칼춤|48:망각술|53:엄청난힘|58:저주
401,귀뚤뚜기,,Bug,,37,25,41,25,41,25,39,MediumSlow,255,1:몸통박치기|1:울음소리|1:참기|6:벌레의저항|16:벌레먹음
402,귀뚤톡크,,Bug,,77,85,51,55,51,65,134,MediumSlow,45,0:연속자르기|1:몸통박치기|1:울음소리|1:참기|1:벌레의저항|1:벌레먹음|14:흡수|18:노래하기|22:기충전|26:베어가르기|30:시저크로스|34:싫은소리|36:마지막일침|38:도발|42:깜짝베기|44:끈적끈적네트|46:벌레의야단법석|50:멸망의노래
403,꼬링크,,Electric,,45,65,34,40,34,45,53,MediumSlow,235,1:몸통박치기|1:째려보기|4:전기쇼크|8:충전|12:물기|16:스파크|20:울부짖기|24:볼트체인지|28:겁나는얼굴|32:전기자석파|36:깨물어부수기|40:방전|44:뽐내기|48:와일드볼트
404,럭시오,,Electric,,60,85,49,60,49,60,127,MediumSlow,120,1:몸통박치기|1:째려보기|1:전기쇼크|1:충전|12:물기|18:스파크|24:울부짖기|31:볼트체인지|36:겁나는얼굴|42:전기자석파|48:깨물어부수기|54:방전|60:뽐내기|68:와일드볼트
405,렌트라,,Electric,,80,120,79,95,79,70,262,MediumSlow,45,1:몸통박치기|1:째려보기|1:전기쇼크|1:충전|1:일렉트릭필드|12:물기|18:스파크|24:울부짖기|33:볼트체인지|40:겁나는얼굴|48:전기자석파|56:깨물어부수기|64:방전|72:뽐내기|80:와일드볼트
406,꼬몽울,,Grass,Poison,40,30,35,50,70,55,56,MediumSlow,255,1:흡수|1:성장|1:저리가루|1:고민씨
407,로즈레이드,,Grass,Poison,60,70,65,125,105,90,258,MediumSlow,75,1:독침|1:흡수|1:메가드레인|1:씨뿌리기|1:성장|1:저리가루|1:꽃잎댄스|1:맹독|1:기가드레인|1:달콤한향기|1:광합성|1:뿌리박기|1:아로마테라피|1:메지컬리프|1:고민씨|1:독압정|1:꽃보라|1:그래스필드|1:베놈트랩
408,두개도스,,Rock,,67,125,40,30,30,58,70,Erratic,45,1:박치기|1:째려보기|6:기충전|10:따라가때리기|15:돌진|19:겁나는얼굴|24:승부굳히기|28:야금야금|33:원시의힘|37:사념의박치기|42:싫은소리|46:양날박치기
409,램펄드,,Rock,,97,165,60,65,50,58,173,Erratic,45,0:죽기살기|1:박치기|1:째려보기|1:기충전|1:따라가때리기|15:돌진|19:겁나는얼굴|24:승부굳히기|28:야금야금|36:원시의힘|43:사념의박치기|51:싫은소리|58:양날박치기
410,방패톱스,,Rock,Steel,30,42,118,42,88,30,70,Erratic,45,1:몸통박치기|1:방어|6:도발|10:금속음|15:돌진|19:철벽|24:뽐내기|28:원시의힘|33:버티기|37:메탈버스트|42:아이언헤드|46:헤비봄버
411,바리톱스,,Rock,Steel,60,52,168,47,138,30,173,Erratic,45,0:블록|1:와이드가드|1:몸통박치기|1:방어|1:도발|1:금속음|15:돌진|19:철벽|24:뽐내기|28:원시의힘|36:버티기|43:메탈버스트|51:아이언헤드|58:헤비봄버
412,도롱충이,,Bug,,40,29,45,29,45,36,45,MediumFast,120,1:방어|1:벌레의저항|10:몸통박치기|15:벌레먹음|20:실뿜기
413,도롱마담,,Bug,Grass,60,59,85,79,105,36,148,MediumFast,45,0:나비춤|1:벌레의저항|1:몸통박치기|1:방어|1:기습|1:벌레먹음|1:방어|10:몸통박치기|20:실뿜기|23:염동력|26:잎날가르기|29:성장|32:환상빔|35:엉겨붙기|38:바둥바둥|41:헤롱헤롱|44:사이코키네시스|47:리프스톰|50:벌레의야단법석
414,나메일,,Bug,Flying,70,94,50,94,50,66,148,MediumFast,45,0:나비춤|1:벌레의저항|1:몸통박치기|1:방어|1:벌레먹음|10:방어|15:벌레먹음|20:실뿜기|23:염동력|26:바람일으키기|29:독가루|32:환상빔|35:날개쉬기|38:벌레의저항|41:에어슬래시|44:사이코키네시스|47:덤벼들기|50:벌레의야단법석
415,세꿀버리,,Bug,Flying,30,30,42,30,42,70,49,MediumSlow,120,1:바람일으키기|1:달콤한향기|1:벌레먹음|1:벌레의저항
416,비퀸,,Bug,Flying,70,80,102,80,102,40,166,MediumSlow,45,0:베어가르기|1:바람일으키기|1:독침|1:이상한빛|1:달콤한향기|1:벌레먹음|1:벌레의저항|4:연속자르기|8:아로마미스트|12:마지막일침|16:마구할퀴기|20:뽐내기|24:날개쉬기|28:에어슬래시|32:파워젬|36:맹독|40:공격지령|40:방어지령|40:회복지령|44:길동무
417,파치리스,,Electric,,60,45,70,45,90,95,142,MediumFast,200,1:울음소리|1:전기쇼크|1:참기|5:전광석화|9:애교부리기|13:스파크|17:버티기|19:볼부비부비|21:스피드스타|25:일렉트릭볼|29:천사의키스|33:전기자석파|37:분노의앞니|41:방전|45:뒀다쓰기|49:번개
418,브이젤,,Water,,55,65,35,60,30,85,66,MediumFast,190,1:몸통박치기|4:울음소리|7:물붓기|11:전광석화|15:물대포|18:물기|21:스피드스타|24:아쿠아제트|27:더블어택|31:바다회오리|35:아쿠아브레이크|38:아쿠아테일|41:고속이동|45:하이드로펌프|49:웨이브태클
